,Unnamed: 0,Plant_ID,Date,Humidity (%),TDS Value (ppm),pH Level,Growth Days,Temperature
1028,1028,23,8/30/2023,67,755,6.8,28,29.1
1029,1029,23,8/31/2023,56,630,6.3,29,29.2
1030,1030,23,9/1/2023,77,575,6.3,30,31.7
1031,1031,23,9/2/2023,71,449,6.2,31,31.7
1032,1032,23,9/3/2023,66,538,6.3,32,31.7
1033,1033,23,9/4/2023,53,465,6.5,33,31.7
1034,1034,23,9/5/2023,71,560,6.7,34,32.0
1035,1035,23,9/6/2023,76,749,6.3,35,32.1
1036,1036,23,9/7/2023,69,518,6.6,36,31.5
1037,1037,23,9/8/2023,64,640,6.6,37,29.8
1038,1038,23,9/9/2023,73,572,6.7,38,20.1
1039,1039,23,9/10/2023,52,528,6.5,39,31.1
1040,1040,23,9/11/2023,66,530,6.3,40,31.2
1041,1041,23,9/12/2023,53,515,6.0,41,31.2
1042,1042,23,9/13/2023,69,665,6.4,42,30.4
1043,1043,23,9/14/2023,65,602,6.7,43,29.1
1044,1044,23,9/15/2023,55,776,6.6,44,30.6
1045,1045,23,9/16/2023,55,776,6.6,45,30.6
1046,1046,23,9/17/2023,56,632,6.4,46,33.4
1047,1047,24,8/3/2023,76,534,6.3,1,33.5
1048,1048,24,8/4/2023,64,647,6.1,2,33.4
1049,1049,24,8/5/2023,72,704,6.5,3,33.4
1050,1050,24,8/6/2023,72,606,6.8,4,33.4
1051,1051,24,8/7/2023,76,608,6.3,5,32.3
1052,1052,24,8/8/2023,50,782,6.5,6,32.3
1053,1053,24,8/9/2023,64,683,6.2,7,22.7
1054,1054,24,8/10/2023,72,441,6.6,8,31.9
1055,1055,24,8/11/2023,70,766,6.0,9,30.2
1056,1056,24,8/12/2023,58,661,6.0,10,30.1
1057,1057,24,8/13/2023,54,582,6.1,11,30.1
1058,1058,24,8/14/2023,55,676,6.1,12,30.1
1059,1059,24,8/15/2023,74,576,6.3,13,29.8
1060,1060,24,8/16/2023,69,566,6.0,14,29.6
1061,1061,24,8/17/2023,78,719,6.6,15,30.9
1062,1062,24,8/18/2023,67,412,6.5,16,30.8
1063,1063,24,8/19/2023,70,683,6.2,17,30.9
1064,1064,24,8/20/2023,65,749,6.6,18,30.2
1065,1065,24,8/21/2023,69,747,6.7,19,30.5
1066,1066,24,8/22/2023,57,716,6.1,20,30.8
1067,1067,24,8/23/2023,77,658,6.1,21,31.3
1068,1068,24,8/24/2023,72,401,6.4,22,31.4
1069,1069,24,8/25/2023,51,547,6.3,23,31.4
1070,1070,24,8/26/2023,74,691,6.5,24,30.1
1071,1071,24,8/27/2023,74,513,6.3,25,29.4
1072,1072,24,8/28/2023,77,718,6.2,26,28.7
1073,1073,24,8/29/2023,68,748,6.6,27,29.1
1074,1074,24,8/30/2023,56,430,6.0,28,29.2
1075,1075,24,8/31/2023,75,634,6.6,29,31.7
1076,1076,24,9/1/2023,59,532,6.5,30,31.7
1077,1077,24,9/2/2023,76,664,6.6,31,31.7
1078,1078,24,9/3/2023,76,465,6.6,32,31.7
1079,1079,24,9/4/2023,69,491,6.1,33,32.0
1080,1080,24,9/5/2023,61,428,6.5,34,32.1
1081,1081,24,9/6/2023,50,591,6.0,35,31.5
1082,1082,24,9/7/2023,61,604,6.0,36,29.8
1083,1083,24,9/8/2023,75,485,6.4,37,20.1
1084,1084,24,9/9/2023,71,756,6.1,38,31.1
1085,1085,24,9/10/2023,51,624,6.4,39,31.2
1086,1086,24,9/11/2023,70,402,6.7,40,31.2
1087,1087,24,9/12/2023,69,490,6.0,41,30.4
1088,1088,24,9/13/2023,51,697,6.1,42,29.1
1089,1089,24,9/14/2023,56,546,6.0,43,30.6
1090,1090,24,9/15/2023,70,503,6.5,44,31.5
1091,1091,24,9/16/2023,62,490,6.1,45,25.0
1092,1092,25,8/3/2023,53,598,6.7,1,33.4
1093,1093,25,8/4/2023,60,428,6.0,2,33.5
1094,1094,25,8/5/2023,77,558,6.5,3,33.4
1095,1095,25,8/6/2023,57,640,6.3,4,33.4
1096,1096,25,8/7/2023,53,781,6.2,5,33.4
1097,1097,25,8/8/2023,75,603,6.4,6,32.3
1098,1098,25,8/9/2023,66,567,6.2,7,32.3
1099,1099,25,8/10/2023,72,525,6.8,8,22.7
1100,1100,25,8/11/2023,76,533,6.0,9,31.9
1101,1101,25,8/12/2023,77,453,6.4,10,30.2
1102,1102,25,8/13/2023,64,503,6.7,11,30.1
1103,1103,25,8/14/2023,63,744,6.2,12,30.1
1104,1104,25,8/15/2023,76,424,6.4,13,30.1
1105,1105,25,8/16/2023,55,797,6.2,14,29.8
1106,1106,25,8/17/2023,55,668,6.7,15,29.6
1107,1107,25,8/18/2023,67,411,6.3,16,30.9
1108,1108,25,8/19/2023,74,467,6.0,17,30.8
1109,1109,25,8/20/2023,70,637,6.3,18,30.9
1110,1110,25,8/21/2023,69,719,6.4,19,30.2
1111,1111,25,8/22/2023,77,703,6.4,20,30.5
1112,1112,25,8/23/2023,79,738,6.6,21,30.8
1113,1113,25,8/24/2023,73,761,6.8,22,31.3
1114,1114,25,8/25/2023,54,760,6.6,23,31.4
1115,1115,25,8/26/2023,72,467,6.5,24,31.4
1116,1116,25,8/27/2023,57,448,6.1,25,30.1
1117,1117,25,8/28/2023,51,470,6.2,26,29.4
1118,1118,25,8/29/2023,73,474,6.0,27,28.7
1119,1119,25,8/30/2023,68,679,6.5,28,29.1
1120,1120,25,8/31/2023,66,703,6.7,29,29.2
1121,1121,25,9/1/2023,75,565,6.6,30,31.7
1122,1122,25,9/2/2023,73,416,6.5,31,31.7
1123,1123,25,9/3/2023,75,414,6.5,32,31.7
1124,1124,25,9/4/2023,60,551,6.3,33,31.7
1125,1125,25,9/5/2023,76,648,6.2,34,32.0
1126,1126,25,9/6/2023,73,416,6.2,35,32.1
1127,1127,25,9/7/2023,59,657,6.6,36,31.5
1128,1128,25,9/8/2023,75,649,6.2,37,29.8
1129,1129,25,9/9/2023,79,420,6.1,38,20.1
1130,1130,25,9/10/2023,78,608,6.3,39,31.1
1131,1131,25,9/11/2023,77,680,6.6,40,31.2
1132,1132,25,9/12/2023,72,682,6.7,41,31.2
1133,1133,25,9/13/2023,73,514,6.0,42,30.4
1134,1134,25,9/14/2023,50,446,6.3,43,29.1
1135,1135,25,9/15/2023,51,796,6.4,44,30.6
1136,1136,25,9/16/2023,58,429,6.5,45,31.5
1137,1137,26,8/3/2023,54,458,6.3,1,33.4
1138,1138,26,8/4/2023,64,509,6.6,2,33.5
1139,1139,26,8/5/2023,51,774,6.7,3,33.4
1140,1140,26,8/6/2023,55,423,6.4,4,33.4
1141,1141,26,8/7/2023,70,410,6.0,5,33.4
1142,1142,26,8/8/2023,63,669,6.1,6,32.3
1143,1143,26,8/9/2023,77,513,6.5,7,32.3
1144,1144,26,8/10/2023,74,495,6.8,8,22.7
1145,1145,26,8/11/2023,79,709,6.1,9,31.9
1146,1146,26,8/12/2023,50,628,6.5,10,30.2
1147,1147,26,8/13/2023,73,515,6.6,11,30.1
1148,1148,26,8/14/2023,78,482,6.1,12,30.1
1149,1149,26,8/15/2023,54,607,6.8,13,30.1
1150,1150,26,8/16/2023,53,523,6.8,14,29.8
1151,1151,26,8/17/2023,71,773,6.2,15,29.6
1152,1152,26,8/18/2023,67,735,6.2,16,30.9
1153,1153,26,8/19/2023,70,740,6.2,17,30.8
1154,1154,26,8/20/2023,53,592,6.4,18,30.9
1155,1155,26,8/21/2023,52,513,6.6,19,30.2
1156,1156,26,8/22/2023,55,473,6.3,20,30.5
1157,1157,26,8/23/2023,57,409,6.6,21,30.8
1158,1158,26,8/24/2023,67,548,6.2,22,31.3
1159,1159,26,8/25/2023,74,416,6.4,23,31.4
1160,1160,26,8/26/2023,55,688,6.5,24,31.4
1161,1161,26,8/27/2023,72,610,6.4,25,30.1
1162,1162,26,8/28/2023,57,402,6.5,26,29.4
1163,1163,26,8/29/2023,66,413,6.2,27,28.7
1164,1164,26,8/30/2023,50,578,6.5,28,29.1
1165,1165,26,8/31/2023,69,614,6.2,29,29.2
1166,1166,26,9/1/2023,61,731,6.4,30,31.7
1167,1167,26,9/2/2023,61,663,6.7,31,31.7
1168,1168,26,9/3/2023,78,441,6.4,32,31.7
1169,1169,26,9/4/2023,57,662,6.4,33,31.7
1170,1170,26,9/5/2023,73,459,6.2,34,32.0
1171,1171,26,9/6/2023,62,577,6.0,35,32.1
1172,1172,26,9/7/2023,55,632,6.4,36,31.5
1173,1173,26,9/8/2023,52,464,6.8,37,29.8
1174,1174,26,9/9/2023,69,621,6.3,38,20.1
1175,1175,26,9/10/2023,58,496,6.4,39,31.1
1176,1176,26,9/11/2023,58,503,6.3,40,31.2
1177,1177,26,9/12/2023,57,545,6.3,41,31.2
1178,1178,26,9/13/2023,64,746,6.4,42,30.4
1179,1179,26,9/14/2023,71,734,6.4,43,29.1
1180,1180,26,9/15/2023,58,791,6.1,44,30.6
1181,1181,26,9/16/2023,71,568,6.1,45,31.5
1182,1182,27,8/3/2023,76,411,6.7,1,33.4
1183,1183,27,8/4/2023,55,758,6.3,2,33.5
1184,1184,27,8/5/2023,75,676,6.5,3,33.4
1185,1185,27,8/6/2023,67,699,6.6,4,33.4
1186,1186,27,8/7/2023,67,480,6.1,5,33.4
1187,1187,27,8/8/2023,53,461,6.7,6,32.3
1188,1188,27,8/9/2023,80,722,6.1,7,32.3
1189,1189,27,8/10/2023,77,723,6.6,8,22.7
1190,1190,27,8/11/2023,53,538,6.3,9,31.9
1191,1191,27,8/12/2023,80,577,6.5,10,30.2
1192,1192,27,8/13/2023,79,493,6.6,11,30.1
1193,1193,27,8/14/2023,60,653,6.6,12,30.1
1194,1194,27,8/15/2023,50,466,6.6,13,30.1
1195,1195,27,8/16/2023,64,785,6.5,14,29.8
1196,1196,27,8/17/2023,56,676,6.6,15,29.6
1197,1197,27,8/18/2023,75,716,6.4,16,30.9
1198,1198,27,8/19/2023,59,576,6.2,17,30.8
1199,1199,27,8/20/2023,54,520,6.6,18,30.9
1200,1200,27,8/21/2023,78,582,6.7,19,30.2
1201,1201,27,8/22/2023,69,703,6.3,20,30.5
1202,1202,27,8/23/2023,64,736,6.5,21,30.8
1203,1203,27,8/24/2023,62,799,6.4,22,31.3
1204,1204,27,8/25/2023,71,646,6.7,23,31.4
1205,1205,27,8/26/2023,50,494,6.0,24,31.4
1206,1206,27,8/27/2023,55,651,6.6,25,30.1
1207,1207,27,8/28/2023,66,460,6.7,26,29.4
1208,1208,27,8/29/2023,65,800,6.5,27,28.7
1209,1209,27,8/30/2023,73,726,6.2,28,29.1
1210,1210,27,8/31/2023,75,453,6.6,29,29.2
1211,1211,27,9/1/2023,55,660,6.4,30,31.7
1212,1212,27,9/2/2023,66,793,6.5,31,31.7
1213,1213,27,9/3/2023,60,749,6.6,32,31.7
1214,1214,27,9/4/2023,52,400,6.5,33,31.7
1215,1215,27,9/5/2023,61,772,6.7,34,32.0
1216,1216,27,9/6/2023,70,799,6.1,35,32.1
1217,1217,27,9/7/2023,70,420,6.7,36,31.5
1218,1218,27,9/8/2023,56,421,6.6,37,29.8
1219,1219,27,9/9/2023,60,500,6.5,38,20.1
1220,1220,27,9/10/2023,56,502,6.6,39,31.1
1221,1221,27,9/11/2023,61,681,6.6,40,31.2
1222,1222,27,9/12/2023,71,539,6.5,41,31.2
1223,1223,27,9/13/2023,73,645,6.5,42,30.4
1224,1224,27,9/14/2023,54,658,6.5,43,29.1
1225,1225,27,9/15/2023,76,470,6.2,44,30.6
1226,1226,27,9/16/2023,53,454,6.8,45,31.5
1227,1227,28,8/3/2023,58,557,6.8,1,33.4
1228,1228,28,8/4/2023,56,523,6.3,2,33.5
1229,1229,28,8/5/2023,74,768,6.2,3,33.4
1230,1230,28,8/6/2023,75,607,6.5,4,33.4
1231,1231,28,8/7/2023,68,598,6.1,5,33.4
1232,1232,28,8/8/2023,55,786,6.3,6,32.3
1233,1233,28,8/9/2023,72,554,6.3,7,32.3
1234,1234,28,8/10/2023,56,498,6.2,8,22.7
1235,1235,28,8/11/2023,74,511,6.4,9,31.9
1236,1236,28,8/12/2023,53,455,6.2,10,30.2
1237,1237,28,8/13/2023,64,669,6.2,11,30.1
1238,1238,28,8/14/2023,79,601,6.5,12,30.1
1239,1239,28,8/15/2023,56,421,6.6,13,30.1
1240,1240,28,8/16/2023,60,406,6.4,14,29.8
1241,1241,28,8/17/2023,65,571,6.7,15,29.6
1242,1242,28,8/18/2023,51,554,6.8,16,30.9
1243,1243,28,8/19/2023,51,529,6.7,17,30.8
1244,1244,28,8/20/2023,78,403,6.6,18,30.9
1245,1245,28,8/21/2023,75,643,6.6,19,30.2
1246,1246,28,8/22/2023,52,639,6.3,20,30.5
1247,1247,28,8/23/2023,59,788,6.6,21,30.8
1248,1248,28,8/24/2023,78,425,6.7,22,31.3
1249,1249,28,8/25/2023,77,459,6.5,23,31.4
1250,1250,28,8/26/2023,76,624,6.3,24,31.4
1251,1251,28,8/27/2023,73,411,6.3,25,30.1
1252,1252,28,8/28/2023,50,626,6.0,26,29.4
1253,1253,28,8/29/2023,60,728,6.6,27,28.7
1254,1254,28,8/30/2023,62,400,6.1,28,29.1
1255,1255,28,8/31/2023,64,555,6.6,29,29.2
1256,1256,28,9/1/2023,58,710,6.1,30,31.7
1257,1257,28,9/2/2023,56,641,6.5,31,31.7
1258,1258,28,9/3/2023,60,480,6.7,32,31.7
1259,1259,28,9/4/2023,70,689,6.5,33,31.7
1260,1260,28,9/5/2023,78,789,6.1,34,32.0
1261,1261,28,9/6/2023,61,601,6.1,35,32.1
1262,1262,28,9/7/2023,54,718,6.4,36,31.5
1263,1263,28,9/8/2023,74,434,6.2,37,29.8
1264,1264,28,9/9/2023,62,472,6.1,38,20.1
1265,1265,28,9/10/2023,50,534,6.3,39,31.1
1266,1266,28,9/11/2023,69,531,6.1,40,31.2
1267,1267,28,9/12/2023,60,774,6.8,41,31.2
1268,1268,28,9/13/2023,79,619,6.2,42,30.4
1269,1269,28,9/14/2023,72,772,6.6,43,29.1
1270,1270,28,9/15/2023,70,565,6.4,44,30.6
1271,1271,28,9/16/2023,74,418,6.5,45,31.5
1272,1272,29,8/3/2023,60,678,6.3,1,33.4
1273,1273,29,8/4/2023,58,566,6.3,2,33.5
1274,1274,29,8/5/2023,66,526,6.2,3,33.4
1275,1275,29,8/6/2023,71,707,6.6,4,33.4
1276,1276,29,8/7/2023,74,547,6.6,5,33.4
1277,1277,29,8/8/2023,63,703,6.2,6,32.3
1278,1278,29,8/9/2023,69,704,6.5,7,32.3
1279,1279,29,8/10/2023,67,597,6.4,8,22.7
1280,1280,29,8/11/2023,64,787,6.8,9,31.9
1281,1281,29,8/12/2023,50,542,6.6,10,30.2
1282,1282,29,8/13/2023,71,464,6.7,11,30.1
1283,1283,29,8/14/2023,58,789,6.8,12,30.1
1284,1284,29,8/15/2023,77,688,6.2,13,30.1
1285,1285,29,8/16/2023,64,706,6.2,14,29.8
1286,1286,29,8/17/2023,51,402,6.5,15,29.6
1287,1287,29,8/18/2023,66,547,6.2,16,30.9
1288,1288,29,8/19/2023,74,694,6.7,17,30.8
1289,1289,29,8/20/2023,75,478,6.5,18,30.9
1290,1290,29,8/21/2023,65,562,6.7,19,30.2
1291,1291,29,8/22/2023,51,548,6.3,20,30.5
1292,1292,29,8/23/2023,59,479,6.3,21,30.8
1293,1293,29,8/24/2023,66,405,6.2,22,31.3
1294,1294,29,8/25/2023,79,757,6.5,23,31.4
1295,1295,29,8/26/2023,76,472,6.2,24,31.4
1296,1296,29,8/27/2023,79,414,6.3,25,30.1
1297,1297,29,8/28/2023,59,795,6.3,26,29.4
1298,1298,29,8/29/2023,70,641,6.3,27,28.7
1299,1299,29,8/30/2023,53,414,6.0,28,29.1
1300,1300,29,8/31/2023,67,653,6.6,29,29.2
1301,1301,29,9/1/2023,56,626,6.6,30,31.7
1302,1302,29,9/2/2023,70,424,6.3,31,31.7
1303,1303,29,9/3/2023,79,507,6.7,32,31.7
1304,1304,29,9/4/2023,73,763,6.6,33,31.7
1305,1305,29,9/5/2023,71,592,6.4,34,32.0
1306,1306,29,9/6/2023,71,428,6.5,35,32.1
1307,1307,29,9/7/2023,63,505,6.5,36,31.5
1308,1308,29,9/8/2023,72,581,6.3,37,29.8
1309,1309,29,9/9/2023,60,561,6.0,38,20.1
1310,1310,29,9/10/2023,55,556,6.0,39,31.1
1311,1311,29,9/11/2023,59,493,6.8,40,31.2
1312,1312,29,9/12/2023,66,489,6.7,41,31.2
1313,1313,29,9/13/2023,78,635,6.0,42,30.4
1314,1314,29,9/14/2023,75,754,6.7,43,29.1
1315,1315,29,9/15/2023,50,500,6.8,44,30.6
1316,1316,29,9/16/2023,60,605,6.4,45,31.5
1317,1317,30,8/3/2023,67,643,6.6,1,33.4
1318,1318,30,8/4/2023,75,687,6.0,2,33.5
1319,1319,30,8/5/2023,60,660,6.3,3,33.4
1320,1320,30,8/6/2023,68,727,6.7,4,33.4
1321,1321,30,8/7/2023,50,547,6.4,5,33.4
1322,1322,30,8/8/2023,57,620,6.2,6,32.3
1323,1323,30,8/9/2023,75,747,6.7,7,32.3
1324,1324,30,8/10/2023,76,587,6.4,8,22.7
1325,1325,30,8/11/2023,63,453,6.6,9,31.9
1326,1326,30,8/12/2023,60,449,6.4,10,30.2
1327,1327,30,8/13/2023,69,783,6.7,11,30.1
1328,1328,30,8/14/2023,72,567,6.6,12,30.1
1329,1329,30,8/15/2023,75,757,6.5,13,30.1
1330,1330,30,8/16/2023,57,495,6.3,14,29.8
1331,1331,30,8/17/2023,64,467,6.1,15,29.6
1332,1332,30,8/18/2023,76,451,6.8,16,30.9
1333,1333,30,8/19/2023,65,545,6.5,17,30.8
1334,1334,30,8/20/2023,61,781,6.8,18,30.9
1335,1335,30,8/21/2023,61,562,6.6,19,30.2
1336,1336,30,8/22/2023,61,442,6.7,20,30.5
1337,1337,30,8/23/2023,61,479,6.8,21,30.8
1338,1338,30,8/24/2023,78,795,6.7,22,31.3
1339,1339,30,8/25/2023,50,544,6.7,23,31.4
1340,1340,30,8/26/2023,58,593,6.4,24,31.4
1341,1341,30,8/27/2023,75,574,6.3,25,30.1
1342,1342,30,8/28/2023,63,462,6.2,26,29.4
1343,1343,30,8/29/2023,71,549,6.7,27,28.7
1344,1344,30,8/30/2023,53,692,6.3,28,29.1
1345,1345,30,8/31/2023,50,640,6.3,29,29.2
1346,1346,30,9/1/2023,74,749,6.2,30,31.7
1347,1347,30,9/2/2023,65,716,6.0,31,31.7
1348,1348,30,9/3/2023,77,777,6.5,32,31.7
1349,1349,30,9/4/2023,62,468,6.1,33,31.7
1350,1350,30,9/5/2023,60,470,6.1,34,32.0
1351,1351,30,9/6/2023,78,532,6.3,35,32.1
1352,1352,30,9/7/2023,74,457,6.3,36,31.5
1353,1353,30,9/8/2023,80,574,6.4,37,29.8
1354,1354,30,9/9/2023,65,545,6.3,38,20.1
1355,1355,30,9/10/2023,78,458,6.5,39,31.1
1356,1356,30,9/11/2023,64,692,6.1,40,31.2
1357,1357,30,9/12/2023,70,672,6.1,41,31.2
1358,1358,30,9/13/2023,52,545,6.0,42,30.4
1359,1359,30,9/14/2023,60,460,6.3,43,29.1
1360,1360,30,9/15/2023,78,738,6.2,44,30.6
1361,1361,30,9/16/2023,55,628,6.3,45,31.5
1362,1362,31,8/3/2023,77,477,6.3,1,33.4
1363,1363,31,8/4/2023,53,614,6.5,2,33.5
1364,1364,31,8/5/2023,70,555,6.1,3,33.4
1365,1365,31,8/6/2023,65,506,6.8,4,33.4
1366,1366,31,8/7/2023,69,513,6.2,5,33.4
1367,1367,31,8/8/2023,51,757,6.6,6,32.3
1368,1368,31,8/9/2023,72,641,6.6,7,32.3
1369,1369,31,8/10/2023,79,768,6.6,8,22.7
1370,1370,31,8/11/2023,51,704,6.3,9,31.9
1371,1371,31,8/12/2023,58,599,6.7,10,30.2
1372,1372,31,8/13/2023,73,485,6.1,11,30.1
1373,1373,31,8/14/2023,53,477,6.8,12,30.1
1374,1374,31,8/15/2023,57,554,6.1,13,30.1
1375,1375,31,8/16/2023,58,521,6.2,14,29.8
1376,1376,31,8/17/2023,79,552,6.7,15,29.6
1377,1377,31,8/18/2023,78,798,6.4,16,30.9
1378,1378,31,8/19/2023,57,566,6.2,17,30.8
1379,1379,31,8/20/2023,59,488,6.8,18,30.9
1380,1380,31,8/21/2023,72,516,6.7,19,30.2
1381,1381,31,8/22/2023,77,455,6.3,20,30.5
1382,1382,31,8/23/2023,74,508,6.5,21,30.8
1383,1383,31,8/24/2023,64,495,6.6,22,31.3
1384,1384,31,8/25/2023,80,461,6.3,23,31.4
1385,1385,31,8/26/2023,60,477,6.8,24,31.4
1386,1386,31,8/27/2023,50,688,6.8,25,30.1
1387,1387,31,8/28/2023,72,710,6.3,26,29.4
1388,1388,31,8/29/2023,76,749,6.3,27,28.7
1389,1389,31,8/30/2023,78,688,6.7,28,29.1
1390,1390,31,8/31/2023,51,505,6.2,29,29.2
1391,1391,31,9/1/2023,54,556,6.1,30,31.7
1392,1392,31,9/2/2023,80,419,6.6,31,31.7
1393,1393,31,9/3/2023,60,628,6.1,32,31.7
1394,1394,31,9/4/2023,58,576,6.5,33,31.7
1395,1395,31,9/5/2023,66,411,6.7,34,32.0
1396,1396,31,9/6/2023,64,422,6.4,35,32.1
1397,1397,31,9/7/2023,50,671,6.5,36,31.5
1398,1398,31,9/8/2023,68,577,6.1,37,29.8
1399,1399,31,9/9/2023,61,427,6.4,38,20.1
1400,1400,31,9/10/2023,59,526,6.4,39,31.1
1401,1401,31,9/11/2023,78,578,6.6,40,31.2
1402,1402,31,9/12/2023,67,621,6.7,41,31.2
1403,1403,31,9/13/2023,79,790,6.7,42,30.4
1404,1404,31,9/14/2023,56,460,6.3,43,29.1
1405,1405,31,9/15/2023,66,420,6.4,44,30.6
1406,1406,31,9/16/2023,69,670,6.1,45,31.5
1407,1407,32,8/3/2023,67,414,6.1,1,33.4
1408,1408,32,8/4/2023,53,715,6.0,2,33.5
1409,1409,32,8/5/2023,58,499,6.1,3,33.4
1410,1410,32,8/6/2023,72,779,6.2,4,33.4
1411,1411,32,8/7/2023,78,688,6.8,5,33.4
1412,1412,32,8/8/2023,66,494,6.4,6,32.3
1413,1413,32,8/9/2023,57,557,6.2,7,32.3
1414,1414,32,8/10/2023,69,553,6.3,8,22.7
1415,1415,32,8/11/2023,77,705,6.7,9,31.9
1416,1416,32,8/12/2023,76,701,6.2,10,30.2
1417,1417,32,8/13/2023,69,441,6.7,11,30.1
1418,1418,32,8/14/2023,80,486,6.5,12,30.1
1419,1419,32,8/15/2023,50,514,6.3,13,30.1
1420,1420,32,8/16/2023,68,571,6.1,14,29.8
1421,1421,32,8/17/2023,51,796,6.3,15,29.6
1422,1422,32,8/18/2023,71,714,6.5,16,30.9
1423,1423,32,8/19/2023,60,738,6.1,17,30.8
1424,1424,32,8/20/2023,65,447,6.4,18,30.9
1425,1425,32,8/21/2023,70,686,6.5,19,30.2
1426,1426,32,8/22/2023,78,641,6.4,20,30.5
1427,1427,32,8/23/2023,61,721,6.0,21,30.8
1428,1428,32,8/24/2023,58,573,6.6,22,31.3
1429,1429,32,8/25/2023,69,685,6.4,23,31.4
1430,1430,32,8/26/2023,70,588,6.3,24,31.4
1431,1431,32,8/27/2023,69,750,6.4,25,30.1
1432,1432,32,8/28/2023,54,655,6.3,26,29.4
1433,1433,32,8/29/2023,63,495,6.1,27,28.7
1434,1434,32,8/30/2023,53,796,6.8,28,29.1
1435,1435,32,8/31/2023,52,799,6.3,29,29.2
1436,1436,32,9/1/2023,72,586,6.7,30,31.7
1437,1437,32,9/2/2023,72,455,6.7,31,31.7
1438,1438,32,9/3/2023,68,558,6.7,32,31.7
1439,1439,32,9/4/2023,58,730,6.0,33,31.7
1440,1440,32,9/5/2023,62,495,6.2,34,32.0
1441,1441,32,9/6/2023,77,596,6.5,35,32.1
1442,1442,32,9/7/2023,67,586,6.2,36,31.5
1443,1443,32,9/8/2023,77,681,6.1,37,29.8
1444,1444,32,9/9/2023,51,522,6.2,38,20.1
1445,1445,32,9/10/2023,80,458,6.1,39,31.1
1446,1446,32,9/11/2023,51,717,6.5,40,31.2
1447,1447,32,9/12/2023,67,768,6.7,41,31.2
1448,1448,32,9/13/2023,78,465,6.6,42,30.4
1449,1449,32,9/14/2023,64,782,6.8,43,29.1
1450,1450,32,9/15/2023,73,517,6.8,44,30.6
1451,1451,32,9/16/2023,78,695,6.4,45,31.5
1452,1452,33,8/3/2023,65,575,6.8,1,33.4
1453,1453,33,8/4/2023,67,453,6.2,2,33.5
1454,1454,33,8/5/2023,51,424,6.5,3,33.4
1455,1455,33,8/6/2023,75,604,6.4,4,33.4
1456,1456,33,8/7/2023,74,464,6.5,5,33.4
1457,1457,33,8/8/2023,80,612,6.2,6,32.3
1458,1458,33,8/9/2023,75,447,6.7,7,32.3
1459,1459,33,8/10/2023,61,580,6.5,8,22.7
1460,1460,33,8/11/2023,66,603,6.8,9,31.9
1461,1461,33,8/12/2023,69,556,6.8,10,30.2
1462,1462,33,8/13/2023,70,424,6.8,11,30.1
1463,1463,33,8/14/2023,79,615,6.5,12,30.1
1464,1464,33,8/15/2023,59,557,6.0,13,30.1
1465,1465,33,8/16/2023,62,793,6.2,14,29.8
1466,1466,33,8/17/2023,60,456,6.7,15,29.6
1467,1467,33,8/18/2023,61,667,6.4,16,30.9
1468,1468,33,8/19/2023,77,719,6.2,17,30.8
1469,1469,33,8/20/2023,62,609,6.3,18,30.9
1470,1470,33,8/21/2023,75,676,6.2,19,30.2
1471,1471,33,8/22/2023,60,784,6.4,20,30.5
1472,1472,33,8/23/2023,74,647,6.6,21,30.8
1473,1473,33,8/24/2023,76,680,6.0,22,31.3
1474,1474,33,8/25/2023,52,612,6.7,23,31.4
1475,1475,33,8/26/2023,80,600,6.6,24,31.4
1476,1476,33,8/27/2023,66,665,6.2,25,30.1
1477,1477,33,8/28/2023,50,624,6.0,26,29.4
1478,1478,33,8/29/2023,78,423,6.2,27,28.7
1479,1479,33,8/30/2023,60,446,6.2,28,29.1
1480,1480,33,8/31/2023,72,512,6.5,29,29.2
1481,1481,33,9/1/2023,61,457,6.3,30,31.7
1482,1482,33,9/2/2023,52,456,6.6,31,31.7
1483,1483,33,9/3/2023,65,459,6.0,32,31.7
1484,1484,33,9/4/2023,77,497,6.7,33,31.7
1485,1485,33,9/5/2023,74,501,6.3,34,32.0
1486,1486,33,9/6/2023,67,741,6.3,35,32.1
1487,1487,33,9/7/2023,75,559,6.2,36,31.5
1488,1488,33,9/8/2023,71,744,6.3,37,29.8
1489,1489,33,9/9/2023,70,440,6.1,38,20.1
1490,1490,33,9/10/2023,74,436,6.6,39,31.1
1491,1491,33,9/11/2023,69,483,6.1,40,31.2
1492,1492,33,9/12/2023,63,664,6.8,41,31.2
1493,1493,33,9/13/2023,56,578,6.4,42,30.4
1494,1494,33,9/14/2023,78,642,6.7,43,29.1
1495,1495,33,9/15/2023,76,644,6.8,44,30.6
1496,1496,33,9/16/2023,77,466,6.3,45,31.5
1497,1497,34,8/3/2023,50,681,6.5,1,33.4
1498,1498,34,8/4/2023,80,682,6.6,2,33.5
1499,1499,34,8/5/2023,77,495,6.1,3,33.4
1500,1500,34,8/6/2023,71,418,6.1,4,33.4
1501,1501,34,8/7/2023,56,403,6.4,5,33.4
1502,1502,34,8/8/2023,63,434,6.3,6,32.3
1503,1503,34,8/9/2023,68,684,6.4,7,32.3
1504,1504,34,8/10/2023,58,589,6.4,8,22.7
1505,1505,34,8/11/2023,55,597,6.5,9,31.9
1506,1506,34,8/12/2023,78,435,6.0,10,30.2
1507,1507,34,8/13/2023,67,734,6.5,11,30.1
